,group4,shh,shh,shh,group4,group3,group3,shh,group3,group4,group3,group4,group4,wnt,group4,group4,group4,shh,shh,wnt,group4,shh,group4,group4,shh,group3
miR-6506-5p,3.00E-06,9.45E-06,7.06E-06,8.73E-06,2.93E-05,2.23E-05,4.38E-05,9.39E-06,4.19E-05,2.52E-06,0,3.67E-05,4.83E-06,1.23E-05,4.65E-06,0,1.83E-06,1.84E-05,3.36E-05,1.33E-05,6.10E-06,2.15E-05,7.82E-05,5.96E-05,7.90E-05,0.000118415
miR-6507-5p,6.00E-06,4.72E-06,1.18E-05,1.75E-05,3.26E-05,0,5.39E-05,4.69E-06,5.38E-05,0,3.10E-06,2.30E-05,4.83E-06,8.23E-06,9.30E-06,0,3.66E-06,0,2.88E-05,3.33E-06,0,5.37E-06,2.23E-05,5.96E-05,2.08E-05,3.19E-05
miR-6508-5p,0,4.72E-06,9.41E-06,0,3.26E-06,2.47E-06,3.37E-06,0,0,0,1.55E-06,4.59E-06,2.41E-06,0,4.65E-06,1.07E-05,1.83E-06,5.27E-06,9.61E-06,6.67E-06,0,5.37E-06,1.68E-05,7.95E-06,8.31E-06,1.37E-05
miR-6509-5p,3.00E-06,0,2.12E-05,1.31E-05,2.28E-05,2.23E-05,2.02E-05,7.04E-06,1.20E-05,2.52E-06,7.75E-06,4.59E-05,4.83E-06,0,9.30E-06,3.57E-06,0,7.90E-06,1.92E-05,0,1.22E-05,1.07E-05,0.000139683,5.16E-05,7.06E-05,5.92E-05
miR-6510-3p,3.00E-06,0,1.88E-05,6.55E-05,1.63E-05,7.42E-06,1.01E-05,9.39E-06,5.98E-05,2.52E-06,1.08E-05,1.84E-05,2.41E-06,4.94E-05,5.12E-05,7.15E-06,1.65E-05,7.90E-06,3.85E-05,6.67E-06,3.05E-06,3.22E-05,1.12E-05,3.97E-06,2.91E-05,2.28E-05
miR-6511a-3p,0.000137937,0.000151185,0.000103563,0.000344957,7.81E-05,0.000136037,0.000208823,7.51E-05,0.000460581,8.07E-05,8.06E-05,8.27E-05,7.49E-05,0.000321017,0.000199951,0.000117949,8.78E-05,7.11E-05,0.000259579,0.000283367,0.000118967,0.000112688,0.000134095,0.000278112,0.000631678,0.000296037
miR-6511a-5p,3.30E-05,0.000439382,0.000218895,0.000441021,0.000852937,0.000220133,0.000700568,0.000232378,0.001507357,2.52E-05,5.11E-05,0.000891065,5.31E-05,0.00030867,0.00011625,0.00022875,0.000100585,8.70E-05,0.000610492,0.000220026,9.15E-05,0.000225375,0.002117591,0.001628943,0.001575039,0.001088506
miR-6511b-3p,0.000146933,0.000226778,0.000178882,0.000427921,0.00013673,0.000143457,0.000272817,0.000122057,0.000580213,0.000113463,0.000106919,0.000197504,8.21E-05,0.00061734,0.000292951,0.000243047,0.000133504,8.17E-05,0.000557615,0.000443387,0.00021048,0.000241473,0.000251429,0.000381411,0.001117903,0.00047366
miR-6513-3p,3.00E-06,2.36E-05,1.88E-05,0,9.77E-06,0,1.35E-05,9.39E-06,2.99E-05,0,3.10E-06,0,0,3.70E-05,1.86E-05,0,0,0,2.40E-05,2.00E-05,0,3.76E-05,1.12E-05,0,7.06E-05,4.55E-06
miR-6513-5p,3.00E-06,0,2.12E-05,0,0,0,0,2.35E-06,5.98E-06,0,1.55E-06,0,0,0,1.86E-05,0,0,0,9.61E-06,6.67E-06,0,1.07E-05,0,3.97E-06,2.08E-05,0
miR-651-3p,6.00E-06,0,4.71E-06,0,0,0,0,0,0,2.52E-06,0,4.59E-06,0,1.65E-05,4.65E-06,0,0,0,0,1.00E-05,0,5.37E-06,1.68E-05,0,1.66E-05,0
miR-6514-3p,9.00E-06,9.45E-06,3.30E-05,4.80E-05,2.28E-05,7.42E-06,1.68E-05,7.04E-06,1.20E-05,2.27E-05,2.17E-05,0,1.21E-05,5.76E-05,1.86E-05,1.79E-05,5.49E-06,1.05E-05,5.77E-05,2.00E-05,6.10E-06,3.22E-05,4.47E-05,4.37E-05,5.40E-05,5.92E-05
miR-6514-5p,3.00E-06,0,7.06E-06,1.31E-05,3.26E-06,2.47E-06,6.74E-06,2.35E-06,2.39E-05,1.26E-05,0,4.59E-06,2.41E-06,1.65E-05,0,3.57E-06,1.83E-06,0,1.92E-05,0,9.15E-06,1.61E-05,5.59E-06,7.95E-06,2.08E-05,9.11E-06
miR-6515-3p,1.20E-05,8.50E-05,4.00E-05,0.000144096,2.28E-05,4.20E-05,8.76E-05,2.11E-05,0.000137576,3.78E-05,3.72E-05,3.67E-05,1.21E-05,0.00010289,7.91E-05,4.65E-05,2.19E-05,5.27E-05,6.73E-05,0.000150018,3.36E-05,4.83E-05,2.79E-05,5.96E-05,9.97E-05,0.000100197
miR-6515-5p,3.00E-06,9.45E-06,1.41E-05,5.24E-05,4.56E-05,1.73E-05,5.05E-05,2.35E-05,7.78E-05,5.04E-06,1.08E-05,8.27E-05,9.66E-06,3.70E-05,1.86E-05,1.07E-05,7.32E-06,1.58E-05,2.40E-05,1.33E-05,3.05E-06,1.61E-05,0.000106159,0.000143029,4.16E-05,9.11E-05
miR-651-5p,1.20E-05,6.14E-05,1.88E-05,1.31E-05,0,4.95E-06,3.37E-06,1.17E-05,1.79E-05,1.01E-05,7.75E-06,2.76E-05,2.41E-06,1.65E-05,4.65E-05,0,1.83E-06,5.27E-06,3.85E-05,4.67E-05,6.10E-06,4.29E-05,1.12E-05,7.95E-06,4.57E-05,4.55E-06
miR-6516-3p,0.000182917,0.000737028,0.000411899,0.000877676,0.00070644,0.000274548,0.000579316,0.000138488,0.00178251,0.000206754,0.000167351,0.000835948,0.000156945,0.000246936,0.000995104,0.000521837,0.000171909,0.000437405,0.000557615,0.000536731,0.000326397,0.000702956,0.000474921,0.000421141,0.00069817,0.000819795
miR-6516-5p,0.000716674,0.003023703,0.001951226,0.004174417,0.00390007,0.001207022,0.00310877,0.000551604,0.008200742,0.00084971,0.000869297,0.004009793,0.001098612,0.00213188,0.005361469,0.003284712,0.000888806,0.001633681,0.003297617,0.003337067,0.001760102,0.003289403,0.002743369,0.002443414,0.00354072,0.004636398
miR-652-3p,0.012771189,0.0068742,0.006157308,0.010514641,0.003284783,0.008671757,0.015052105,0.002995094,0.036009092,0.014356818,0.004771062,0.023489208,0.007337762,0.010844603,0.011969142,0.007459406,0.012172619,0.002916911,0.009320816,0.0266632,0.023973376,0.008891584,0.016851327,0.007703707,0.016332196,0.02361466
miR-652-5p,9.90E-05,0.000137012,0.000110624,0.000179028,6.84E-05,8.66E-05,0.000141461,3.52E-05,0.000819476,9.08E-05,3.25E-05,0.000307739,5.31E-05,0.000288092,0.000186001,0.000100078,0.000120702,3.95E-05,0.000201895,0.000346708,0.000265388,0.000246839,0.000201143,8.34E-05,0.000174543,0.000223167
miR-653-3p,0,4.72E-06,0,0,0,0,0,0,0,0,0,0,0,3.29E-05,0,0,0,0,9.61E-06,3.33E-06,3.05E-06,1.07E-05,0,3.97E-06,8.31E-06,1.37E-05
miR-654-3p,0.005013719,0.001663037,0.000195358,0.000825277,0.000856192,3.46E-05,0.000350284,0.001530409,0.000376839,0.001134627,3.72E-05,0.001740792,0.002090984,1.65E-05,0.001046254,0.001333186,0.001620334,0.00126742,0.002653476,0.00047339,0.002623375,0.002752796,0.000821335,0.002606308,0.00254749,0.000355245
miR-654-5p,0.000506769,0.000160634,0.000134162,0.000139729,0.000113942,7.17E-05,0.000225664,9.62E-05,0.000891255,0.000128591,1.55E-05,0.000307739,0.000217308,8.64E-05,0.000358051,7.15E-05,0.000177395,0.000129114,0.000206702,0.000113347,0.000234884,0.000193179,0.000368762,0.000588009,0.000536095,0.000405343
miR-655-3p,0.000881599,0.000330718,3.77E-05,0.000109164,8.79E-05,0,5.39E-05,0.000190127,2.39E-05,0.000239532,1.55E-06,0.000284773,0.000195577,0,0.000181351,0.000164414,0.000164594,0.000350451,0.000206702,5.67E-05,0.000314195,0.000289768,0.000150857,0.00030195,0.000390643,5.01E-05
miR-655-5p,3.30E-05,1.42E-05,7.06E-06,1.75E-05,9.77E-06,4.95E-06,0,7.04E-06,1.20E-05,7.56E-06,1.55E-06,2.76E-05,9.66E-06,4.12E-06,3.72E-05,1.79E-05,1.83E-05,1.58E-05,4.33E-05,1.33E-05,6.10E-06,5.37E-06,1.68E-05,1.59E-05,2.91E-05,1.82E-05
miR-656-3p,0.000353839,0.000122838,1.65E-05,3.06E-05,1.63E-05,0,4.72E-05,7.04E-05,1.79E-05,0.000141198,0,0.000110235,8.69E-05,4.12E-06,5.12E-05,3.57E-05,6.40E-05,7.11E-05,8.65E-05,5.00E-05,0.000103715,0.000128786,5.59E-05,0.000150975,0.000203633,9.11E-06
miR-656-5p,2.10E-05,9.45E-06,7.06E-06,0,0,0,3.37E-06,4.69E-06,1.20E-05,7.56E-06,0,3.67E-05,1.21E-05,1.65E-05,1.86E-05,1.79E-05,2.01E-05,1.05E-05,1.44E-05,3.33E-06,3.36E-05,2.68E-05,3.35E-05,5.56E-05,5.40E-05,2.28E-05
miR-657,9.00E-06,0,9.41E-06,4.37E-06,3.26E-06,2.47E-06,6.74E-06,4.69E-06,5.98E-06,2.52E-06,0,1.38E-05,0,6.58E-05,9.30E-06,0,7.32E-06,2.63E-06,2.88E-05,1.00E-05,0,5.37E-06,2.23E-05,3.18E-05,2.49E-05,1.37E-05
miR-658,2.10E-05,0.000113389,7.53E-05,0.000170295,7.81E-05,3.22E-05,0.00010778,5.40E-05,0.000161503,1.01E-05,4.03E-05,5.05E-05,1.45E-05,7.82E-05,0.000148801,6.08E-05,3.66E-05,6.85E-05,0.00022593,0.000126682,3.97E-05,0.00012342,0.000122921,6.75E-05,9.56E-05,0.00011386
miR-660-3p,0.000233894,0.000160634,0.000237725,0.011217655,0.000563199,5.19E-05,0.002546295,0.000136141,0.000753679,0.00028996,0.000128613,0.000537395,0.000485321,0.001061825,0.000311551,0.00048252,0.000594366,7.38E-05,0.000456667,0.000570068,6.10E-05,0.000563438,0.000838097,0.000750903,0.000756351,0.000519204
miR-660-5p,0.005295591,0.002792201,0.003937758,0.133655584,0.007751307,0.001414787,0.041845457,0.001955261,0.009696136,0.004500688,0.002174017,0.007785336,0.007523681,0.015359415,0.003822314,0.007666711,0.008257117,0.001059258,0.00487432,0.006407436,0.0010463,0.007619824,0.011269604,0.013611604,0.010372815,0.009550616
miR-661,0,4.72E-06,1.88E-05,4.37E-06,1.63E-05,4.95E-06,6.74E-06,0,6.58E-05,5.04E-06,1.55E-06,1.84E-05,0,0.000148162,0,7.15E-06,9.14E-06,2.63E-06,0.000120176,3.33E-06,0,2.68E-05,5.59E-05,5.16E-05,8.73E-05,4.10E-05
miR-662,1.20E-05,3.31E-05,3.77E-05,7.86E-05,3.91E-05,1.73E-05,3.37E-05,1.41E-05,8.37E-05,1.51E-05,1.55E-06,2.30E-05,4.83E-06,4.53E-05,5.12E-05,1.43E-05,5.49E-06,1.84E-05,0.000110562,2.00E-05,2.44E-05,6.44E-05,2.79E-05,1.59E-05,9.14E-05,1.82E-05
miR-663b,0.000101954,0.005059978,0.001454593,0.002541329,0.003008067,0.000539202,0.001407872,0.001889538,0.013338916,5.29E-05,0.000235531,0.002884478,7.97E-05,0.001588621,0.003557263,0.001351057,0.000210314,0.000268767,0.00510025,0.001153472,0.000311144,0.001754706,0.006559502,0.002991692,0.009998795,0.002491267
miR-664a-3p,0.003553383,0.006004885,0.001845309,0.004484442,0.005062277,0.00475141,0.005836943,0.001140765,0.011257327,0.004319148,0.003388864,0.010674408,0.002742908,0.00515273,0.005779971,0.005239813,0.003211406,0.002208105,0.003153406,0.004377192,0.005301658,0.002602546,0.007995441,0.024922824,0.009433609,0.013385436
miR-664a-5p,0.001457337,0.003732383,0.001426349,0.007148035,0.009460436,0.008743486,0.005934618,0.000913081,0.016814212,0.001853225,0.001571243,0.013825287,0.00157186,0.002082493,0.003831614,0.003002348,0.001144841,0.002829957,0.002720775,0.002716993,0.003752036,0.001942519,0.011643954,0.04245581,0.007717274,0.036690395
miR-664b-3p,0.001547296,0.007030109,0.004215496,0.016239182,0.004938569,0.005295559,0.005604543,0.001661855,0.019703314,0.002009551,0.001298522,0.009025478,0.001243484,0.003350098,0.002608659,0.003359771,0.00102231,0.007593983,0.006725024,0.003507088,0.003605615,0.004147975,0.006553915,0.030596312,0.01729218,0.018704997
miR-664b-5p,0.001226442,0.006382848,0.003497615,0.013951112,0.009134888,0.00451149,0.005675273,0.001445908,0.018542888,0.001190098,0.000638414,0.01104645,0.001067223,0.002629868,0.002529609,0.002537699,0.000720555,0.004877329,0.005936672,0.003930472,0.003236512,0.003504046,0.012392654,0.043468933,0.01729218,0.025222369
miR-668-3p,9.60E-05,3.31E-05,1.88E-05,9.17E-05,2.28E-05,4.95E-06,3.03E-05,1.88E-05,4.79E-05,2.52E-05,4.65E-06,6.89E-05,6.28E-05,2.47E-05,3.72E-05,4.29E-05,2.19E-05,2.37E-05,8.17E-05,4.00E-05,7.02E-05,8.59E-05,6.70E-05,0.000206598,0.000357397,4.10E-05
miR-668-5p,0,1.89E-05,1.65E-05,1.31E-05,3.91E-05,4.95E-06,1.01E-05,9.39E-06,1.20E-05,0,1.55E-06,1.84E-05,0,6.58E-05,4.65E-06,0,7.32E-06,7.90E-06,5.77E-05,1.33E-05,3.05E-06,2.15E-05,1.68E-05,2.78E-05,4.57E-05,1.37E-05
miR-670-3p,3.90E-05,9.45E-05,3.53E-05,0.000314391,5.86E-05,4.20E-05,8.76E-05,5.16E-05,0.000263189,4.29E-05,4.03E-05,4.59E-05,1.69E-05,7.41E-05,0.0001209,9.65E-05,3.47E-05,9.75E-05,0.000187474,0.000160019,6.41E-05,0.000160982,7.82E-05,2.78E-05,0.000207789,5.47E-05
miR-670-5p,3.00E-06,4.72E-06,7.06E-06,8.73E-06,3.26E-06,2.47E-06,0,2.35E-06,1.79E-05,2.52E-06,0,4.59E-06,0,3.70E-05,1.40E-05,3.57E-06,7.32E-06,2.63E-06,2.88E-05,3.33E-06,6.10E-06,5.37E-06,5.59E-06,3.97E-06,6.23E-05,2.73E-05
miR-671-3p,8.70E-05,0.00030237,0.000298921,0.000384256,0.000185563,0.000210239,0.000198719,0.000180738,0.000323005,3.78E-05,0.000142559,0.000284773,7.00E-05,0.000214011,0.000316201,0.000167989,7.86E-05,0.000131748,0.000918141,0.000183355,0.000152522,0.000397089,0.000307302,0.000266193,0.000365708,0.000414452
miR-6715b-3p,6.00E-06,3.31E-05,3.30E-05,6.11E-05,4.56E-05,1.24E-05,2.69E-05,1.41E-05,0.000155521,1.26E-05,1.24E-05,1.84E-05,2.41E-06,7.82E-05,3.26E-05,4.29E-05,1.46E-05,6.32E-05,8.17E-05,6.67E-05,1.22E-05,9.12E-05,5.59E-06,1.99E-05,6.65E-05,4.10E-05
miR-671-5p,7.50E-05,0.00056222,0.000451913,0.000445388,0.000761783,0.000234973,0.000508585,0.000391991,0.001172389,8.32E-05,0.000260324,0.001010486,0.000111068,0.000390982,0.000297601,0.000257344,0.000102414,0.000163368,0.000600878,0.000466723,0.000109816,0.000418554,0.001922035,0.00153359,0.00085609,0.000960982
miR-6716-3p,3.30E-05,0.000118113,5.18E-05,0.000192128,6.51E-05,3.71E-05,9.09E-05,5.63E-05,0.000239263,3.28E-05,2.63E-05,6.89E-05,2.17E-05,7.00E-05,0.000158101,6.43E-05,1.83E-05,8.17E-05,0.00022593,8.00E-05,3.05E-05,0.000107321,8.38E-05,6.75E-05,0.000220256,0.000104752
miR-6716-5p,3.30E-05,0.000325993,0.000254201,0.000489053,0.001184996,0.000249814,0.000808348,0.000220642,0.001274076,1.76E-05,6.82E-05,0.001102348,3.38E-05,0.000111121,0.00010695,0.000207305,9.88E-05,9.49E-05,0.000504737,9.33E-05,5.80E-05,0.000171714,0.003508831,0.002089814,0.00085609,0.001657808
miR-6717-5p,6.00E-06,1.42E-05,1.88E-05,4.80E-05,8.79E-05,2.23E-05,2.69E-05,3.29E-05,3.59E-05,1.01E-05,0,5.05E-05,2.41E-06,2.88E-05,0,1.07E-05,9.14E-06,2.11E-05,2.88E-05,1.33E-05,1.22E-05,3.22E-05,0.000111746,0.000139056,0.000162075,0.00011386
miR-6718-5p,3.60E-05,0,2.35E-06,1.31E-05,0,0,0,2.35E-06,2.39E-05,5.04E-06,0,9.19E-06,4.83E-06,4.12E-06,2.33E-05,7.15E-06,1.28E-05,0,0,3.33E-06,0,1.61E-05,1.12E-05,7.95E-06,2.08E-05,4.55E-06
miR-6719-3p,0,9.45E-06,9.41E-06,0,1.95E-05,2.47E-06,1.35E-05,4.69E-06,2.39E-05,0,0,2.76E-05,0,8.23E-06,0,0,0,0,4.81E-06,0,0,0,3.91E-05,7.95E-06,2.08E-05,2.28E-05
miR-6720-3p,3.00E-06,3.78E-05,4.00E-05,0.000288192,1.63E-05,2.47E-06,3.37E-06,4.69E-06,6.58E-05,2.52E-06,7.75E-06,0.000225063,0,7.82E-05,4.65E-05,1.07E-05,3.66E-06,2.63E-05,0.000115369,6.67E-05,6.10E-06,8.59E-05,1.12E-05,1.19E-05,3.32E-05,0.000104752
miR-6720-5p,9.00E-06,1.89E-05,5.88E-05,0.00035369,0,7.42E-06,3.37E-06,9.39E-06,0.000101687,1.01E-05,1.55E-06,0.000211283,2.41E-06,9.88E-05,9.77E-05,0,3.66E-06,3.69E-05,0.000115369,7.33E-05,9.15E-06,6.44E-05,1.12E-05,5.96E-05,2.08E-05,7.74E-05
miR-6721-5p,3.00E-06,1.42E-05,2.35E-06,3.06E-05,1.30E-05,7.42E-06,1.35E-05,4.69E-06,7.78E-05,5.04E-06,7.75E-06,2.30E-05,0,4.12E-06,1.86E-05,2.50E-05,3.66E-06,2.63E-06,1.92E-05,2.00E-05,6.10E-06,1.07E-05,4.47E-05,2.78E-05,2.49E-05,3.19E-05
miR-6722-3p,7.20E-05,0.000581118,0.000654332,0.000855843,0.000787827,0.000257234,0.000626469,0.000338004,0.001938031,7.31E-05,0.000116216,0.001093162,4.83E-05,0.001510425,0.000562652,0.00022875,0.000208485,0.000442675,0.002538108,0.000913443,9.46E-05,0.000504411,0.002307559,0.001617024,0.00128829,0.00121603
miR-6722-5p,1.50E-05,6.14E-05,4.94E-05,9.61E-05,8.79E-05,2.72E-05,7.07E-05,3.76E-05,0.00030506,1.01E-05,1.08E-05,8.73E-05,1.45E-05,7.00E-05,6.05E-05,7.51E-05,2.38E-05,3.43E-05,0.000115369,3.00E-05,1.53E-05,4.83E-05,0.000117334,0.000206598,0.000141296,0.000141187
miR-6723-5p,7.50E-05,0.00015591,7.06E-05,0.000100431,0.000104175,8.90E-05,0.000138093,6.57E-05,0.000328987,9.33E-05,8.37E-05,5.51E-05,6.76E-05,0.000613224,9.77E-05,0.000110801,0.000100585,8.17E-05,0.000360527,0.000153352,0.000118967,0.000203911,0.000284953,0.000607874,0.000893492,0.000838013
miR-6726-3p,9.30E-05,8.98E-05,0.000188297,0.000165929,0.000188818,0.000121197,0.000138093,5.40E-05,0.000251226,0.000133634,9.30E-05,0.000179132,0.000140043,0.000259283,0.000409201,0.000353848,0.000129846,8.43E-05,0.000331685,0.000166687,0.000146421,0.000198545,0.000106159,0.000150975,0.000249347,0.000337027
miR-6726-5p,4.20E-05,0.000703956,0.00055783,0.001026138,0.001250106,0.000289388,0.000842029,0.000314532,0.001967939,4.79E-05,9.14E-05,0.001676488,6.04E-05,0.000699652,0.000385951,0.000318106,0.000230431,8.17E-05,0.001312317,0.000220026,6.41E-05,0.000391723,0.003704387,0.002538767,0.001512702,0.001717016
miR-6727-5p,0.001859154,0.018902868,0.016344169,0.018566551,0.009665532,0.005619576,0.008187887,0.017179541,0.066820194,0.001301039,0.003142486,0.009976254,0.001622565,0.01982484,0.015684506,0.012956562,0.002620697,0.017161558,0.048276923,0.019949061,0.003867953,0.021888214,0.022718003,0.009976281,0.062191174,0.010579914
miR-6728-3p,6.00E-06,3.31E-05,2.35E-05,6.99E-05,2.28E-05,7.42E-06,3.03E-05,1.41E-05,0.000149539,1.51E-05,3.10E-06,9.19E-06,7.24E-06,0.000119352,6.98E-05,1.07E-05,1.83E-05,2.63E-05,0.000134597,4.00E-05,1.53E-05,2.15E-05,2.79E-05,5.16E-05,8.73E-05,0.000141187
miR-6728-5p,6.00E-06,3.78E-05,3.77E-05,6.55E-05,0.000133475,2.72E-05,8.42E-05,2.35E-05,0.000155521,0,3.10E-06,0.000137794,0,1.65E-05,4.65E-06,1.43E-05,1.10E-05,2.63E-06,0.000105754,6.67E-06,9.15E-06,2.68E-05,0.000312889,0.000266193,0.000166231,0.00019584
miR-6729-3p,2.40E-05,7.56E-05,8.24E-05,0.000139729,5.53E-05,4.70E-05,9.09E-05,6.34E-05,0.00019141,2.27E-05,1.39E-05,8.27E-05,2.66E-05,0.000156393,9.30E-05,6.79E-05,3.29E-05,8.43E-05,0.000350913,0.000133349,4.88E-05,0.000134152,7.82E-05,0.000127137,0.000199477,0.000104752
miR-6730-5p,3.00E-06,3.78E-05,1.18E-05,6.99E-05,0.000104175,3.22E-05,8.42E-05,3.05E-05,8.97E-05,5.04E-06,9.30E-06,9.65E-05,0,1.65E-05,1.40E-05,3.57E-06,7.32E-06,0,5.29E-05,3.33E-06,9.15E-06,3.76E-05,0.000262604,0.00026222,0.000153764,0.000109306
miR-6731-3p,3.00E-06,3.78E-05,1.65E-05,3.93E-05,2.60E-05,7.42E-06,2.36E-05,1.17E-05,7.18E-05,1.01E-05,6.20E-06,4.59E-06,4.83E-06,2.88E-05,2.79E-05,1.79E-05,5.49E-06,1.32E-05,5.29E-05,6.67E-06,0,1.07E-05,2.23E-05,2.78E-05,1.66E-05,5.47E-05
miR-6731-5p,3.00E-06,1.42E-05,4.71E-06,2.62E-05,7.49E-05,2.72E-05,5.39E-05,1.17E-05,0.000107668,5.04E-06,1.08E-05,4.13E-05,0,1.65E-05,0,1.07E-05,3.66E-06,1.58E-05,5.29E-05,1.00E-05,3.05E-06,3.22E-05,0.000223492,9.14E-05,8.31E-05,0.000168513
miR-6733-3p,0,0,4.71E-06,3.06E-05,0,2.47E-06,1.01E-05,0,1.79E-05,0,3.10E-06,0,0,4.12E-06,4.65E-06,0,7.32E-06,2.63E-06,9.61E-06,3.33E-06,6.10E-06,5.37E-06,0,1.19E-05,3.32E-05,9.11E-06
miR-6733-5p,0,0,4.71E-06,0,6.51E-06,7.42E-06,0,0,0,0,0,0,2.41E-06,4.53E-05,0,3.57E-06,1.83E-06,1.32E-05,1.44E-05,1.00E-05,2.14E-05,1.61E-05,5.59E-06,1.19E-05,2.91E-05,9.11E-06
miR-6734-3p,6.00E-06,1.89E-05,3.30E-05,1.75E-05,2.60E-05,2.72E-05,7.07E-05,1.88E-05,4.19E-05,7.56E-06,1.39E-05,2.30E-05,7.24E-06,6.17E-05,3.72E-05,1.43E-05,1.10E-05,2.63E-05,0.000120176,2.67E-05,2.14E-05,5.90E-05,4.47E-05,4.37E-05,0.000162075,4.55E-05
miR-6734-5p,1.20E-05,9.45E-05,5.18E-05,0.00012663,0.000273461,3.46E-05,0.000175142,7.28E-05,0.000275153,1.51E-05,1.86E-05,0.000395008,9.66E-06,5.35E-05,5.12E-05,3.22E-05,2.19E-05,4.74E-05,0.000201895,2.33E-05,2.75E-05,5.90E-05,0.000553144,0.000476764,0.000286748,0.000446333
miR-6735-3p,0,2.83E-05,1.88E-05,4.37E-05,2.28E-05,1.98E-05,3.03E-05,1.17E-05,6.58E-05,2.52E-06,6.20E-06,2.76E-05,7.24E-06,6.17E-05,1.40E-05,1.07E-05,7.32E-06,2.63E-06,0.000100947,2.67E-05,6.10E-06,4.83E-05,4.47E-05,5.56E-05,6.23E-05,5.01E-05
miR-6735-5p,3.30E-05,0.000321268,0.000115332,0.000344957,0.000299505,0.000148404,0.000417646,6.10E-05,0.00064601,7.56E-06,2.79E-05,0.000463905,4.83E-06,0.000107006,4.65E-06,4.65E-05,4.02E-05,5.53E-05,0.000153825,3.00E-05,1.83E-05,5.90E-05,0.000771049,0.001040934,0.000598432,0.000705935
miR-6736-3p,3.00E-06,1.89E-05,2.82E-05,5.24E-05,1.95E-05,4.95E-06,2.02E-05,4.69E-06,9.57E-05,7.56E-06,1.24E-05,1.84E-05,7.24E-06,4.12E-05,5.12E-05,3.22E-05,5.49E-06,1.58E-05,0.000124983,3.00E-05,9.15E-06,5.90E-05,5.59E-06,2.78E-05,4.16E-05,2.73E-05
miR-6736-5p,6.00E-06,6.14E-05,3.53E-05,6.11E-05,0.000113942,2.23E-05,9.77E-05,1.64E-05,0.000149539,5.04E-06,6.20E-06,0.000202097,4.83E-06,5.35E-05,2.79E-05,1.79E-05,1.28E-05,2.63E-06,0.000110562,3.00E-05,0,5.37E-06,0.000296127,0.000226463,0.000149608,0.000255047
miR-6737-3p,3.00E-06,3.31E-05,1.41E-05,2.62E-05,6.51E-06,1.73E-05,1.01E-05,9.39E-06,7.18E-05,7.56E-06,2.01E-05,9.19E-06,4.83E-06,8.64E-05,4.65E-06,7.15E-06,7.32E-06,1.32E-05,1.92E-05,2.67E-05,3.05E-06,2.15E-05,2.79E-05,7.95E-06,7.06E-05,5.47E-05
miR-6737-5p,9.00E-06,9.45E-06,1.65E-05,8.73E-06,1.95E-05,1.24E-05,6.74E-06,7.04E-06,5.38E-05,0,3.10E-06,7.35E-05,2.41E-06,6.58E-05,4.65E-06,1.79E-05,7.32E-06,5.27E-06,9.61E-05,1.00E-05,6.10E-06,0,0.000139683,0.000115218,5.82E-05,0.000109306
miR-6738-3p,3.00E-06,0,7.06E-06,8.73E-06,0,1.48E-05,1.68E-05,2.35E-06,2.39E-05,2.52E-06,0,9.19E-06,2.41E-06,6.58E-05,2.33E-05,2.14E-05,1.10E-05,1.05E-05,4.81E-06,2.00E-05,9.15E-06,2.68E-05,1.68E-05,7.95E-06,1.66E-05,6.38E-05
miR-6738-5p,0.000128941,0.001162236,0.000750834,0.000921341,0.001259872,0.000299282,0.000693832,0.000544563,0.002679746,0.00012607,0.000164252,0.001410087,7.00E-05,0.000292208,0.000548702,0.000772032,0.00018654,0.000635028,0.001918002,0.000873438,0.000146421,0.000643929,0.003128894,0.00183554,0.002306455,0.001311673
miR-6739-3p,0,4.72E-06,1.18E-05,8.73E-06,3.26E-06,4.95E-06,3.37E-06,0,2.39E-05,7.56E-06,0,0,0,8.23E-06,0,7.15E-06,0,2.63E-06,0,6.67E-06,6.10E-06,5.37E-06,0,0,2.08E-05,1.37E-05
miR-6739-5p,6.00E-06,2.36E-05,2.82E-05,2.62E-05,0.000117197,3.22E-05,6.06E-05,2.35E-05,8.37E-05,2.52E-06,4.65E-06,0.000119421,7.24E-06,2.06E-05,1.86E-05,2.14E-05,9.14E-06,1.32E-05,3.85E-05,1.67E-05,0,3.76E-05,0.000167619,0.000123164,0.00010805,0.000118415
miR-6740-3p,6.00E-06,4.72E-06,4.71E-06,8.73E-06,1.95E-05,2.47E-06,6.74E-06,2.35E-06,5.98E-06,0,1.08E-05,0,9.66E-06,2.47E-05,1.86E-05,2.50E-05,3.66E-06,0,2.40E-05,3.00E-05,0,0,2.23E-05,7.95E-06,3.74E-05,4.55E-06
miR-6740-5p,9.00E-06,8.03E-05,6.59E-05,0.000135363,0.000179052,2.97E-05,0.000158301,3.05E-05,0.000143558,5.04E-06,2.17E-05,0.000192911,1.21E-05,4.53E-05,1.40E-05,4.29E-05,3.47E-05,2.37E-05,0.000110562,1.67E-05,3.05E-06,4.83E-05,0.000547556,0.000361546,0.000145452,0.000250493
